Client_ID|Loan_Request|MTG_Due|Property_Value|Loan_Reason|Occupation|Years_At_Job|Derog_Report|DELQ_Line|Trade_Line|File_Age|Inquiry|Debt_Income_Ratio|CR_Score|Bad
ID#06178|$5,700|$49,806|$82,242|DebtCon||3|0|0|30|210.3|3|31.2|494|0
ID#06179|$5,700|$70,000|$84,579|DebtCon|Sales|0.1|0|0|17|95.9|1||358|1
ID#06180|$5,700|$58,400|$75,000|HomeImp|ProfExe|4|0|0|26|177.5|2||455|1
ID#06181|$5,700|$80,437|$109,647|HomeImp|ProfExe|9.5|0|0|14|104.4|0||432|1
ID#06182|$5,700|$77,213|$92,661|DebtCon|Sales|0|0|0|16|97.1|1|41.8|357|1
ID#06183|$5,700|$62,319|$82,923|HomeImp|Other|4|0|0|15|117.7|0|42.5|371|0
ID#06184|$5,700|$71,556|$79,538|HomeImp|Other|2|0|0|15|92.6|0|41.2|371|0
ID#06185|$5,700||$39,052|HomeImp|Other|3|0|0|25|272.2|0|39.9|473|0
ID#06186|$5,700|$74,172|$79,846|DebtCon|ProfExe|0|0|0|28|157|0|47.4|362|1
ID#06187|$5,700|$28,116|$33,450|DebtCon|Other|0|1|0|7|15.4|9|30|270|0
ID#06188|$5,700||$64,910|||||||||33.9|422|0
ID#06189|$5,700||$69,172|HomeImp|Office|1|0|0|3|48.9|0|38.8|358|0
ID#06190|$5,800||$36,385|HomeImp|Other|2|0|0|25|266.6|1|43.3|428|0
ID#06191|$5,800||$41,119|HomeImp|Other|2|0|0|26|261.4|0|42.2|450|0
ID#06192|$5,800|$79,296|$86,885|DebtCon|Mgr|19|0|1|23|308|1|40|416|0
ID#06193|$5,800|$46,595|$58,191|HomeImp|Other|5|0|0|17|80.1|0|24.1|520|0
ID#06194|$5,900||$28,000|DebtCon|Self|1|2|1|8|36.8|1||160|1
ID#06195|$5,900|$70,973|$77,989|HomeImp|Other|7|0|0|24|120.4|0|41.4|394|0
ID#06196|$5,900||$33,100|HomeImp|Other||0|0|2|238.6|1||447|1
ID#06197|$5,900|$25,972|$41,856|DebtCon|Other|2|0|2|27|158|3|40.6|272|1
ID#06198|$5,900||$66,903|||||||||32.8|432|0
ID#06199|$5,900|$106,650||DebtCon|Mgr|1|0|6|23|250.6|4||0|1
ID#06200|$6,000||$69,492|||||||||33|430|0
ID#06201|$6,000|$95,232|$115,977|HomeImp|Office|22|0|0|12|149|1|38|408|0
ID#06202|$6,000|$24,600|$30,500|HomeImp|Other|4.5|0|1|34|116.1|8||298|1
ID#06203|$6,000|$65,000|$94,355||Other|26|1|3|34|69.3|1||181|1
ID#06204|$6,000|||HomeImp|Office|13||2|23|122.8|||282|1
ID#06205|$6,000|$42,000|$58,305|DebtCon|Other|19|0|0|13|90|2||372|1
ID#06206|$6,000|$32,446|$54,904|HomeImp|Other|2|0|0|9|51.7|1||378|1
ID#06207|$6,000|$9,660|$35,900|DebtCon|Other|8|0|1|6|136.3|3||313|1
ID#06208|$6,000|$16,878|$25,850||Mgr|1|0|1|34|218.6|5||292|1
ID#06209|$6,000|$72,951|$80,000|HomeImp|Other|22.8|0|0|47|343.9|1||571|0
ID#06210|$6,000|$53,500|$64,790|DebtCon|Other|0.1|0|2|18|105.4|3||282|0
ID#06211|$6,000|$69,876|$94,394|HomeImp|Other|0|0|1|32|179.6|0||436|0
ID#06212|$6,000|$51,000|$86,125|HomeImp|ProfExe|6|0|0|24|222.2|2||489|0
ID#06213|$6,000|$53,227|$68,700|HomeImp|Mgr|3|0|2|23|122.7|0||364|0
ID#06214|$6,000||$43,300|HomeImp|Other||||9|100.9|||427|0
ID#06215|$6,000|$14,000|$61,493|HomeImp|Office|23|0|0|13|321.6|1||500|0
ID#06216|$6,000|$40,000|$54,600|HomeImp|ProfExe|4|0|4|19|101.4|0||212|1
ID#06217|$6,000|$18,793|$27,750|HomeImp|Mgr|6|0|3|8|119.7|0||198|1
ID#06218|$6,000|$179,397|$200,000|DebtCon|ProfExe|5|6|0|29|90.3|6||0|1
ID#06219|$6,000||$95,500|HomeImp|Mgr|6|1|2|22|129.9|1||220|1
ID#06220|$6,000|$79,046|$103,048|HomeImp|Other|0|0|0|32|181.7|0|37.3|468|0
ID#06221|$6,000||$53,190|HomeImp||0|0|0|0||0|15.2|603|0
ID#06222|$6,000||$43,683|HomeImp|Other|||||||21.9|538|1
ID#06223|$6,000|$129,731|$154,113|HomeImp|ProfExe|12|0|0|19|213.5|0||503|0
ID#06224|$6,100|$48,500|$62,500|DebtCon|Mgr|7||4|11|111.3|2||170|0
ID#06225|$6,100|$91,704|$114,799|HomeImp|Office|22|0|0|12|129.3|1|36.7|411|0
ID#06226|$6,100|$47,604|$54,966|HomeImp|Other|5|0|0|18|70.7|0|24.8|513|0
ID#06227|$6,100||$35,250|HomeImp|Other||||12|303|||517|0
ID#06228|$6,100|$62,751|$95,617|HomeImp|Other|1|0|0|13|138.6|1|31.8|460|1
ID#06229|$6,100|$48,300|$53,388|HomeImp|Office|9|||19|178.5||26.7|542|0
ID#06230|$6,100|$68,743|$65,321|HomeImp|Sales|3|1|0|22|153.1|0|40.2|371|0
ID#06231|$6,100||$46,830|HomeImp||0|0|1|0||0|13.3|563|0
ID#06232|$6,100|$78,753|$95,433|DebtCon|ProfExe|0||||||28.9|524|0
ID#06233|$6,100|$77,265|$97,944|DebtCon|ProfExe|0||||||28.9|525|0
ID#06234|$6,200|$75,657|$84,368|DebtCon|Sales|4|0|0|30|122.2|0|32.6|482|0
ID#06235|$6,200|$171,582|$245,730|DebtCon|Sales||0|0|22|135.1|0|39.8|413|0
ID#06236|$6,200||$33,909|HomeImp||||||||34.5|439|0
ID#06237|$6,200|$46,601|$59,486|HomeImp|Other|5|0|0|18|84.6|0|25.4|514|0
ID#06238|$6,200|$60,354|$87,596|HomeImp|ProfExe|5|0|0|23|210.2|2|34.1|472|0
ID#06239|$6,200|$45,356|$82,054|DebtCon||2|0|0|29|201.3|4|29.7|491|0
ID#06240|$6,200||$41,657|HomeImp|Other||||11|294||30.2|549|0
ID#06241|$6,200|||DebtCon|Self|3|||17|80.5|2||271|1
ID#06242|$6,200|$42,100|$57,385|DebtCon|Other|8.5|0|1|28|164.8|1||380|1
ID#06243|$6,200|$70,793|$71,552|HomeImp|Sales|3|2|0|23|162.9|0|40.3|329|0
ID#06244|$6,200|$45,787|$64,854|DebtCon||4||1|16|63.1||36.5|334|0
ID#06245|$6,200|$75,121|$96,462|DebtCon|ProfExe|0||||||27.2|540|0
ID#06246|$6,200||$51,732|||||||||12.3|613|0
ID#06247|$6,200|$133,882|$155,222|HomeImp|ProfExe|9|0|0|19|212.5|0|20.6|611|0
ID#06248|$6,200|$45,564|$61,956|HomeImp|Other|2|0||13|101.2||38.7|395|0
ID#06249|$6,300|$99,469|$116,260|HomeImp|Office|23|0|0|12|124.7|1|35.6|419|0
ID#06250|$6,300|$55,000|$69,000|DebtCon|ProfExe|13|0|0|20|130.1|0||466|0
ID#06251|$6,300||$72,890|HomeImp|Office|1|0|0|3|41.3|0|39.2|352|0
ID#06252|$6,300|$44,226|$57,779|DebtCon||7||0|16|63.6||33.1|421|0
ID#06253|$6,300||$39,050|HomeImp|Other||||12|294.5||31.4|540|0
ID#06254|$6,300|$78,724|$80,355|HomeImp|Other|24|0|0|46|335.1|1|31.2|595|0
ID#06255|$6,300|$59,793|$98,314|DebtCon|Self|2.2|0|0|8|120.7|0||357|1
ID#06256|$6,300|$65,875|$76,000|DebtCon|Mgr|0.8|2|0|12|84|1||289|1
ID#06257|$6,300|$45,582|$89,005|DebtCon||2|0|0|30|209.4|4|29.6|497|0
ID#06258|$6,300|$58,052|$70,091|DebtCon|ProfExe|9|0|4|30|153.8|1|21.7|354|0
ID#06259|$6,300|$79,667|$96,988|DebtCon|ProfExe|1||||||29.8|516|0
ID#06260|$6,300|$12,476|$32,559|HomeImp|Office|12|3|6|23|227.1|0|23.3|122|1
ID#06261|$6,300|$69,357|$73,726|HomeImp|Sales|3|2|0|22|163.3|1|42.4|297|0
ID#06262|$6,400|$25,144|$45,200|HomeImp|Other|25|0|2|17|128|4||273|1
ID#06263|$6,400|$99,131|$125,652|HomeImp|Other|8|||50|419.4|1|42.2|538|0
ID#06264|$6,400|$76,577|$83,200|DebtCon||5||||||22.1|548|0
ID#06265|$6,400|$47,251|$58,157|HomeImp|Other|0|0||13|104.8||36.4|417|0
ID#06266|$6,400|$53,476|$70,157|DebtCon|ProfExe|7|0|3|30|164.3|1|21.1|420|0
ID#06267|$6,400|$81,116|$86,148|HomeImp|ProfExe|8|0|0|11|262.2|0|42.1|431|0
ID#06268|$6,400|$17,491|$63,614|HomeImp|Office|23|0|0|12|325.3|0|40.2|475|0
ID#06269|$6,400|$65,215|$74,332|HomeImp|Mgr|9||1|24|213.8|0|40.6|385|0
ID#06270|$6,400|$76,732|$78,084|HomeImp|Other|8|0|0|26|109.2|0|38|424|0
ID#06271|$6,400|$70,035|$78,635|DebtCon|Sales|3|0|0|31|147.1|0|31.2|507|0
ID#06272|$6,400|$39,687|$51,666|HomeImp|Office|9|||19|177.6||26.1|548|0
ID#06273|$6,400|$51,436|$91,284|DebtCon||4|0|0|30|209.6|2|32|500|0
ID#06274|$6,400|$44,968|$62,747|HomeImp|Other|0|1||12|101.4||36.6|367|0
ID#06275|$6,400|$9,113|$46,351|HomeImp|Self||0|0|11|202.3|0|45.1|379|0
ID#06276|$6,400|$28,041|$33,438|DebtCon|Other|1|1|0|6|10.4|10|29.8|258|0
ID#06277|$6,400|$57,887|$74,776|HomeImp|Mgr|3|0|1|22|126.3|0|28.8|450|0
ID#06278|$6,500|$47,949|$53,102|HomeImp|Office|9|||19|180.8||27.8|534|0
ID#06279|$6,500||$37,448|HomeImp|Other||||11|333.2||29|577|0
ID#06280|$6,500|$60,054|$70,434|HomeImp|Other|1|0|0|21|127.1|2|37.8|401|1
ID#06281|$6,500|$80,739|$97,630|DebtCon|ProfExe|1||||||30.5|511|0
ID#06282|$6,500|$33,639|$37,345|HomeImp|ProfExe|11|0|0|13|191.1|0|24.2|562|0
ID#06283|$6,500|$78,741|$90,599|DebtCon|ProfExe|0||||||29.2|522|0
ID#06284|$6,500|$51,724|$87,770|DebtCon||4|0|0|29|209.3|4|30.3|489|0
ID#06285|$6,500|$48,000|$61,000|DebtCon|Other|1|1|0|38|97.3|6||316|1
ID#06286|$6,500|$65,000|$80,400|DebtCon|Other|15|0|0|13|224.9|0||454|1
ID#06287|$6,500|$22,789|$35,836|HomeImp|Office|1|0|0|30|110.6|2||424|0
ID#06288|$6,500|$55,000|$88,300|HomeImp|Office|29|0|0|17|234.4|1||470|0
ID#06289|$6,500|$60,000|$70,000|DebtCon|ProfExe|9|0|0|24|54.8|2||416|0
ID#06290|$6,500|$96,314|$105,800|HomeImp|ProfExe|27|0|0|40|475.8|2||602|1
ID#06291|$6,500||$70,886|||||||||23.5|515|0
ID#06292|$6,500|$183,860|$208,910|DebtCon|ProfExe|4|6|0|29|86.5|6|69.8||1
ID#06293|$6,500|$58,689|$72,557|DebtCon|Other|0|0|1|18|94|2|34.9|352|0
ID#06294|$6,600|$62,380|$89,742|HomeImp|Office|31|0|0|16|232.5|0|26.2|567|0
ID#06295|$6,600|$74,376|$84,855|DebtCon||3||||||20|566|0
ID#06296|$6,600||$48,800|HomeImp||0|0|0|0||0|12.2|630|0
ID#06297|$6,600|$68,733|$81,973|HomeImp|Other|5|0|0|14|97|0|42.2|364|0
ID#06298|$6,600|$40,926|$50,486|HomeImp|Office|10|||19|179.8||27.5|536|0
ID#06299|$6,600|$98,415|$126,636|HomeImp|Other|11|||49|423.2|2|41|538|0
ID#06300|$6,700||$55,396|||||||||15.7|584|0
ID#06301|$6,700|$55,113|$56,486|HomeImp|Other|4|0|0|17|84.4|0|23.6|528|0
ID#06302|$6,700|$60,301|$70,543|HomeImp|ProfExe|5|0|0|19|195.8|0|32.4|500|1
ID#06303|$6,700||$30,544|DebtCon|Other|2|0|0|14|283.9|0|24.1|604|0
ID#06304|$6,700|$49,367|$59,609|HomeImp|Other|6|0|0|17|99.3|0|25.2|520|0
ID#06305|$6,700|$58,741|$68,225|DebtCon|ProfExe|9|0|3|31|173.6|1|23.6|404|0
ID#06306|$6,700|$27,510|$42,495|DebtCon|Other|2|0|2|27|171.5|3|41.4|271|1
ID#06307|$6,700||$81,239|HomeImp|Other|19||||||40.9|371|1
ID#06308|$6,700|$69,773|$83,014|HomeImp|Other|0|1|0|5|263.2|0|37.7|416|0
ID#06309|$6,700|$51,855|$58,084|HomeImp|Office|21|0|0|19|193.8|0|19.5|613|0
ID#06310|$6,700|$48,430|$64,358|HomeImp|Other|0|1||13|108.4||38.9|352|0
ID#06311|$6,700|$66,587|$70,710|DebtCon|ProfExe|9|1|0|24|43.9|1|39.7|320|0
ID#06312|$6,700||$20,631|HomeImp|Mgr|4|0|0|8|174.7|1|62.2|199|1
ID#06313|$6,700|$134,616|$155,034|HomeImp|ProfExe|13|1|0|19|215.4|0|19.5|577|0
ID#06314|$6,800|$136,951|$160,306|HomeImp|ProfExe|11|0|0|18|219.7|1|20.9|599|0
ID#06315|$6,800|$138,691|$160,063|HomeImp|ProfExe|12|0|0|19|208.4|0|19.3|622|0
ID#06316|$6,800|$49,809|$65,074|DebtCon|Mgr|7||4|10|116.6|3|39.2|131|0
ID#06317|$6,800|$78,292|$86,959|DebtCon||3||||||18.9|576|0
ID#06318|$6,800|$139,578|$154,602|HomeImp|ProfExe|12|0|0|18|202|0|22.3|591|0
ID#06319|$6,800|$57,439|$74,816|HomeImp|Mgr|2|0|2|22|126.3|0|27.1|409|0
ID#06320|$6,800|$76,074|$88,178|HomeImp|Other|22|0|0|46|341.5|0|27.5|643|0
ID#06321|$6,800|$31,000|$42,000|DebtCon|Mgr|3.5|1|0|26|106.3|2||353|1
ID#06322|$6,800|$45,150|$57,150|DebtCon|Office|4|0|1|12|94.3|3||322|0
ID#06323|$6,800|$56,155|$57,912|HomeImp|Office|21|0|0|20|206.3|0|21.8|600|0
ID#06324|$6,800||$27,410|HomeImp|Mgr|6|1|0|5|2|1||257|1
ID#06325|$6,800||$72,310|HomeImp|Office|1|0|0|3|48.8|0|40.8|342|0
ID#06326|$6,800|$75,964|$88,754|DebtCon|Mgr|19|0|1|23|298.7|0|39.1|434|0
ID#06327|$6,900|$75,880|$113,612|DebtCon|Office|1|0|0|38|230.8|1|18|658|0
ID#06328|$6,900|$70,717|$87,466|HomeImp|Other|2|0|0|15|112.6|0|41.4|380|0
ID#06329|$6,900|$53,328|$58,088|DebtCon|Sales|2|0|0|21|101.5|0|35.8|434|1
ID#06330|$6,900|$57,257|$63,752|DebtCon|Other|10|2|0|22|138.2|0|38.4|336|1
ID#06331|$6,900|$97,662|$110,046|HomeImp|Office|24|0|0|11|111.1|0|37.3|411|0
ID#06332|$6,900|$49,000|$68,280|DebtCon|Other|1|0|0|22|61.9|8||322|0
ID#06333|$6,900||$57,067|||||||||14.4|596|0
ID#06334|$6,900|$50,387|$68,443|DebtCon|Mgr|7||3|10|105.8|2|40.7|182|0
ID#06335|$6,900|$49,932|$66,042|HomeImp|Office|20|0|0|19|204.5|0|21.9|598|0
ID#06336|$6,900|$51,384|$84,689|DebtCon||4|0|0|29|224.2|3|30.5|506|0
ID#06337|$6,900||$36,191|HomeImp|Other||||12|311.9||30.8|554|0
ID#06338|$7,000|$98,779|$124,827|HomeImp|Other|9|||49|421.5|1|40.8|551|0
ID#06339|$7,000|$73,873|$111,781|DebtCon|Office|0|0|0|38|231.8|0|19.3|659|0
ID#06340|$7,000|$74,795|$99,149|HomeImp|Other|1|0|1|32|175.6|0|34.4|436|0
ID#06341|$7,000||$47,462|HomeImp|Other||||9|102.7||36.1|415|0
ID#06342|$7,000|$58,128|$93,740|HomeImp|ProfExe|5|0|0|24|213.4|2|34.5|472|0
ID#06343|$7,000|$81,335|$81,018|HomeImp|Other|22|0|0|47|341.6|1|27.8|630|0
ID#06344|$7,000|$52,287|$87,972|HomeImp|ProfExe|7|0|0|24|211.3|1|33.5|493|0
ID#06345|$7,000|$58,339|$72,432|HomeImp|Mgr|10||1|24|197.3|0|39.8|386|0
ID#06346|$7,000|$142,251|$157,250|HomeImp|Other|5|0|0|21|87.8|4||375|1
ID#06347|$7,000|$19,894|$32,500|DebtCon|Other|4|0|0|16|134.7|1||409|1
ID#06348|$7,000|$27,290|$63,500|HomeImp|Office|6|||||||359|1
ID#06349|$7,000|$18,000|$46,520|HomeImp|Office|17|0|1|23|183.1|0||412|1
ID#06350|$7,000|$46,000|$66,660|DebtCon|Office|1|0|1|9|138.2|0||346|1
ID#06351|$7,000|$120,000|$175,450|DebtCon|Other|8|0|0|20|219.2|1||472|0
ID#06352|$7,000|$58,843|$75,300|HomeImp|Other|1.5|0|0|7|103.7|0||427|0
ID#06353|$7,000|$7,000|$31,200|DebtCon|Other|5|0|0|12|265.1|0||492|0
ID#06354|$7,000|$5,768|$26,600||||||||||507|0
ID#06355|$7,000|$56,636|$76,353|HomeImp|Other|15|0|0|36|229.3|1||509|0
ID#06356|$7,000|$55,000|$63,000|HomeImp|Other|5|0|0|20|84.7|3||401|0
ID#06357|$7,000|$46,225|$59,000|DebtCon|Other|16|0|4|37|219.1|0||282|0
ID#06358|$7,000|$53,194|$81,150|HomeImp|ProfExe|14|7|0|28|183.6|2||142|1
ID#06359|$7,000|$83,000|$97,635|HomeImp|Other|5.6|3|0|10|141|0||294|1
ID#06360|$7,000|$138,841|$160,000|DebtCon|Mgr|11|8|0|36|86.2|2||0|1
ID#06361|$7,000|$25,000|$49,840|DebtCon|Office|0.6|0|0|13|139|0||408|1
ID#06362|$7,000|$74,500|$81,600|HomeImp|ProfExe|2|2|0|29|340.9|0||464|1
ID#06363|$7,000|$64,300|$119,500|HomeImp|Other|1|1|0|8|54.8|0||346|1
ID#06364|$7,000||$96,783|HomeImp|Other|20||||||40.7|373|1
ID#06365|$7,000|$129,959|$161,301|HomeImp|ProfExe|11|0|0|18|210|0|21.9|598|0
ID#06366|$7,000|$58,114|$93,391|HomeImp|ProfExe|6|0|0|24|200.1|1|31.7|503|0
ID#06367|$7,000|$16,047|$67,750|HomeImp|Office|21|0|0|12|315.3|0|38.7|486|0
ID#06368|$7,100|$39,000|$55,000||Other|12|0|1|31|192.8|2||377|1
ID#06369|$7,100|$54,000|$74,800|DebtCon|Mgr|7.5|1|1|18|71|4||246|1
ID#06370|$7,100||$74,753|HomeImp|Office|2|0|0|4|48.9|0|41.3|339|0
ID#06371|$7,100|$98,490|$114,457|HomeImp|Office|23|0|0|11|116.1|0|35.6|428|0
ID#06372|$7,100|$54,700|$68,500|DebtCon||19|0|0|12|155.2|1||469|0
ID#06373|$7,100||$40,185|HomeImp|Other|3|0|0|25|272.9|1|41.9|445|0
ID#06374|$7,100|$120,176|$180,104|DebtCon|Other|8|0|0|18|221.6|0|32.7|508|0
ID#06375|$7,100|$58,639|$72,412|DebtCon|ProfExe|14|0|0|20|120|0|43.7|370|0
ID#06376|$7,100|$57,863|$70,969|DebtCon|Other|0|0|0|21|65.9|7|26.8|412|0
ID#06377|$7,100|$64,850|$76,985|HomeImp|Other|0|0|0|7|108.2|0|36.3|412|0
ID#06378|$7,100|$53,273|$54,378|HomeImp|Other|5|0|0|17|84.8|0|22.9|536|0
ID#06379|$7,200|$62,329|$78,007|DebtCon|ProfExe|8|0|0|23|55.4|1|38.6|380|0
ID#06380|$7,200|$57,912|$84,806|HomeImp|Other|15|0|0|35|241.5|0|35.1|519|0
ID#06381|$7,200|$79,946|$113,807|DebtCon|Office|1|0|0|37|238.5|0|18.6|666|0
ID#06382|$7,200|$36,264|$48,240|DebtCon|Other|15|0|0|12|82.2|0||415|0
ID#06383|$7,200|$46,000|$67,000|DebtCon|Other|24|0|0|14|142|1||409|1
ID#06384|$7,200|$43,705|$50,000|DebtCon|Other|9|0|2|16|235.4|6||277|1
ID#06385|$7,200||$38,061|HomeImp|Other||||12|299.8||31.9|540|0
ID#06386|$7,200|$15,637|$39,660|HomeImp|Self|6|0|1|42|354.2|3|33.6|496|1
ID#06387|$7,200||$74,610|HomeImp|Office|1|0|0|3|40.2|0|37.9|364|0
ID#06388|$7,200||$76,723|HomeImp|Other|10|0|0|11|70.2|0|41.3|358|1
ID#06389|$7,200|$71,509|$86,484|DebtCon||4||||||20.1|566|0
ID#06390|$7,200|$22,832|$31,666|DebtCon|Other|0|0|0|7|38|9|28.3|343|0
ID#06391|$7,300|$58,671|$87,975|HomeImp|Mgr|3|0|0|16|74.1|1||349|1
ID#06392|$7,300|$60,890|$75,785|DebtCon|Other|6|0|1|13|46|0||323|1
ID#06393|$7,300|$28,500|$42,050|HomeImp|Other|3|||||||413|1
ID#06394|$7,300|$60,971|$77,375|DebtCon|Other|2|||||||413|1
ID#06395|$7,300|$55,456|$86,766|HomeImp|ProfExe|6|0|0|23|240.1|2|31.7|507|0
ID#06396|$7,300|$60,973|$79,443|HomeImp|Other|14|0|0|36|239.6|1|36.7|493|0
ID#06397|$7,300|$93,428|$118,184|HomeImp|Other|10|||50|412|1|40.4|553|0
ID#06398|$7,300|$49,064|$64,225|DebtCon|Mgr|6||4|10|106.4|1|40.1|145|0
ID#06399|$7,400|$32,832|$50,798|DebtCon|Other|10|0|0|31|221.3|1|36|485|0
ID#06400|$7,400|$75,311|$89,905|DebtCon|ProfExe|0||||||27.2|542|0
ID#06401|$7,400|$88,288|$119,677|HomeImp|ProfExe|5|0|0|27|194.4|1|26.6|551|0
ID#06402|$7,400|$75,547|$93,839|DebtCon|ProfExe|0||||||28.2|533|0
ID#06403|$7,400|$48,924|$86,612|DebtCon||4|0|0|30|207.8|4|29.9|495|0
ID#06404|$7,400|$73,985|$114,849|DebtCon|Office|0|0|0|38|238.6|1|18.4|658|0
ID#06405|$7,400||$54,138|HomeImp||1|0|0|0||0|12.2|631|0
ID#06406|$7,400|$51,974|$59,323|HomeImp|Other|4|0|0|18|83.3|0|23.4|532|0
ID#06407|$7,400|$56,596|$72,861|HomeImp|Mgr|3|0|1|23|142|0|28.3|464|0
ID#06408|$7,400|$71,576|$89,068|DebtCon|Sales|0|0|0|17|94.8|0|42.8|364|1
ID#06409|$7,400|$65,032|$83,184|HomeImp|Other|15|0|0|35|230.4|1|35.4|500|0
ID#06410|$7,400|$82,412|$91,326|DebtCon|Mgr|19|0|1|24|316.9|1|37.9|442|0
ID#06411|$7,500||$51,610|HomeImp|ProfExe|4|0|3|18|158.3|2||269|1
ID#06412|$7,500|$45,864|$57,799|DebtCon||7||0|16|65.6||33.9|417|0
ID#06413|$7,500|$57,340|$80,000|DebtCon|ProfExe|4|0|5|14|86.2|3||0|1
ID#06414|$7,500|$47,518|$60,252|DebtCon|Other|16|0|3|37|220.6|0|26.7|418|0
ID#06415|$7,500|$63,573|$80,601|HomeImp|Other|4|0|0|14|111.4|0|41.8|376|0
ID#06416|$7,500|$32,070|$36,811|DebtCon|Other|1|1|0|6|228|0|30.2|471|1
ID#06417|$7,500|$44,744|$60,518|DebtCon||6||0|16|79.4||34.4|418|0
ID#06418|$7,500||$49,804|||||||||12.4|615|0
ID#06419|$7,500|$84,479|$104,571|DebtCon|ProfExe|23|0|0|14|47.8|3|33.1|389|0
ID#06420|$7,500|$88,056|$104,794|DebtCon|ProfExe|25|0|0|14|56.8|2|30.5|428|0
ID#06421|$7,500|$11,358|$36,892|DebtCon|Other|5|0|0|11|286.9|0|23.1|612|0
ID#06422|$7,500|$59,000|$72,000|HomeImp|Office|5|0|3|19|295.9|0||342|1
ID#06423|$7,500|||HomeImp|Other|21|||21|158.9|1||443|1
ID#06424|$7,500|$35,945|$49,750|HomeImp|Other|3|0|0|23|122.1|0||442|1
ID#06425|$7,500|$18,400|$29,375|DebtCon|Other|6|1|0|9|147.1|0||371|1
ID#06426|$7,500|$63,500|$86,125|HomeImp|Other|5|0|0|8|136.1|0||427|1
ID#06427|$7,500|$33,600|$50,125|DebtCon|Other|2|0|0|18|146.9|0||430|1
ID#06428|$7,500|$57,800|$109,600|DebtCon|Mgr|4|0|1|18|124.1|1||352|1
ID#06429|$7,500||$40,150|HomeImp|Other|5|0|0|0||1||396|1
ID#06430|$7,500|$60,000|$87,830|HomeImp|Other|5|0|0|16|153.3|2||421|1
ID#06431|$7,500|$49,100|$85,650|HomeImp|Other|18|0|0|29|178.3|0||491|0
ID#06432|$7,500||$71,799|HomeImp|Mgr|4|0|3|22|177.5|0||244|1
ID#06433|$7,500|$39,600|$42,000|DebtCon|Self|1|0|0|15|47.7|1||325|1
ID#06434|$7,500|$42,721|$67,000|DebtCon|Other|15|1|3|23|126.8|2||188|1
ID#06435|$7,500|||HomeImp|Other|20|||20|157.3|0||453|1
ID#06436|$7,500|$12,115|$35,910|HomeImp|Office|13|3|6|24|234.9|0|24.7|117|1
ID#06437|$7,500|$67,778|$83,368|DebtCon|ProfExe|15|0|0|17|227.3|0|24.1|586|0
ID#06438|$7,500|$60,192|$76,475|DebtCon|ProfExe|8|0|0|24|60.5|2|39.3|366|0
ID#06439|$7,600|$133,475|$203,936|DebtCon|ProfExe|1|0|0|23|87.5|2|37|396|0
ID#06440|$7,600|$77,518|$83,727|DebtCon||4||||||22.7|544|0
ID#06441|$7,600|$48,829|$62,357|DebtCon|Office|3|0|1|12|92.9|2|35.7|338|0
ID#06442|$7,600|$58,622|$77,726|HomeImp|Other|15|0|0|36|249.6|2|34.9|502|0
ID#06443|$7,600||$28,593|HomeImp|Office|20|0|0|16|180.2|0|35.6|463|0
ID#06444|$7,600|$49,926|$58,588|DebtCon||5||1|16|64.7||35.1|350|0
ID#06445|$7,600|$80,900|$99,525|DebtCon|ProfExe|2|0|0|26|135.6|0|34.8|465|0
ID#06446|$7,600||$40,341|HomeImp|Other|3|0|0|25|265|1|43.3|431|0
ID#06447|$7,700|$14,776|$32,287|||||||||34.9|416|0
ID#06448|$7,700|$32,243|$36,369|HomeImp|ProfExe|12|0|0|13|180.4|0|21.7|582|0
ID#06449|$7,700|$53,377|$86,018|HomeImp|Other|16|0|0|28|187.2|0|24.2|583|0
ID#06450|$7,700|$56,622|$70,136|DebtCon|Mgr|7||4|11|120.8|1|38.1|170|0
ID#06451|$7,700|$35,100|$45,000|DebtCon|Office|10|0|0|23|207|1||468|0
ID#06452|$7,700||$67,350||||||||||509|0
ID#06453|$7,700|$20,887|$26,958|DebtCon|Other|0|0|0|6|17.5|10|30.2|305|0
ID#06454|$7,700|$14,589|$33,100|DebtCon|Other|3|0|7|22|122.1|0||0|1
ID#06455|$7,700|$76,056|$83,643|HomeImp|Other|22|0|0|47|353.2|0|28.5|642|0
ID#06456|$7,700||$68,131|HomeImp|Office|1|0|0|3|56.6|0|40.5|349|0
ID#06457|$7,700|$51,045|$91,068|HomeImp|Other|20|0|0|28|179.2|0|27.2|553|0
ID#06458|$7,800|$44,000|$57,500|DebtCon|Other|11|0|0|23|95.4|0||437|0
ID#06459|$7,800||$11,702|HomeImp|Other|0|0|0|7|44.6|2|21.3|495|1
ID#06460|$7,800|$58,399|$65,945|DebtCon|Other|1|0|1|18|106.6|2|37|341|0
ID#06461|$7,800|$42,802|$52,422|HomeImp|Office|8|||18|193.1||26.5|552|0
ID#06462|$7,800|$58,364|$66,688|DebtCon|Other|3|0|2|18|114.5|3|37.9|268|0
ID#06463|$7,800|$64,503|$85,608|HomeImp|Other|12|0|0|35|235.5|0|34.4|523|0
ID#06464|$7,800|$69,662|$80,498|HomeImp|Other|4|0|0|14|100.4|0|42.8|363|0
ID#06465|$7,800|$48,200|$59,000|DebtCon|Other|23|0|0|29|275|3||485|0
ID#06466|$7,800|$55,000|$62,800|HomeImp|Other|6|0|0|34|123|0||475|0
